risk_id,project_id,period_id,risk_category,risk_description,probability_score,impact_score,risk_score,risk_severity,risk_status,mitigation_status,risk_owner_type,date_identified,target_resolution_date
457,84,202509,Financial,Forecast cost exceeds approved budget,2,2,4,Low,Mitigating,In Progress,Business Owner,2025-09-13,2025-10-21
458,84,202608,Technical,Integration complexity exceeds plan,2,2,4,Low,Mitigating,On Track,Technical Lead,2026-08-12,2026-12-05
459,84,202606,Change Management,Training preparation delayed,2,2,4,Low,Mitigating,At Risk,Technical Lead,2026-06-12,2026-09-02
460,84,202508,Financial,Contingency reserve under pressure,3,2,6,Moderate,Open,Not Started,Business Owner,2025-08-20,2025-11-14
461,84,202508,Financial,Contingency reserve under pressure,3,2,6,Moderate,Closed,Complete,PMO,2025-08-09,2025-09-13
462,85,202603,Compliance,Approval dependency outstanding,2,1,2,Low,Open,Not Started,PMO,2026-03-24,2026-07-11
463,85,202511,Technical,Integration complexity exceeds plan,2,2,4,Low,Open,Planned,Business Owner,2025-11-17,2026-02-27
464,85,202609,Resource,Critical skill capacity constrained,2,2,4,Low,Mitigating,On Track,Program Manager,2026-09-23,2026-12-17
465,85,202603,Vendor,Third-party dependency at risk,3,1,3,Low,Closed,Complete,Technical Lead,2026-03-12,2026-04-21
466,85,202605,Resource,Specialist allocation conflict,2,2,4,Low,Open,Planned,Business Owner,2026-05-23,2026-09-06
467,86,202509,Financial,Forecast cost exceeds approved budget,3,3,9,Moderate,Mitigating,In Progress,Business Owner,2025-09-18,2025-12-28
468,86,202602,Resource,Critical skill capacity constrained,3,3,9,Moderate,Closed,Complete,Program Manager,2026-02-10,2026-06-08
469,86,202501,Financial,Forecast cost exceeds approved budget,1,2,2,Low,Closed,Complete,Program Manager,2025-01-19,2025-04-22
470,87,202608,Resource,Critical skill capacity constrained,1,3,3,Low,Closed,Complete,Business Owner,2026-08-26,2026-10-14
471,87,202508,Technical,Technical debt threatens delivery,2,4,8,Moderate,Mitigating,On Track,Project Manager,2025-08-10,2025-10-20
472,87,202602,Technical,Integration complexity exceeds plan,2,3,6,Moderate,Closed,Complete,Technical Lead,2026-02-14,2026-05-30
473,88,202611,Technical,Integration complexity exceeds plan,2,2,4,Low,Closed,Complete,Program Manager,2026-11-06,2026-12-12
474,88,202609,Schedule,Testing window compressed,1,3,3,Low,Open,Not Started,PMO,2026-09-23,2027-01-14
475,88,202607,Resource,Specialist allocation conflict,2,3,6,Moderate,Closed,Complete,Program Manager,2026-07-06,2026-10-15
476,88,202511,Technical,Architecture risk unresolved,2,3,6,Moderate,Closed,Complete,Technical Lead,2025-11-24,2026-02-07
477,88,202603,Resource,Key role vacancy,3,2,6,Moderate,Closed,Complete,Project Manager,2026-03-07,2026-05-05
478,89,202611,Schedule,Dependency delay threatens delivery,3,3,9,Moderate,Open,Planned,Project Manager,2026-11-07,2026-12-07
479,89,202604,Scope,Requirements instability,2,3,6,Moderate,Mitigating,At Risk,Business Owner,2026-04-18,2026-07-30
480,89,202605,Compliance,Control evidence incomplete,3,2,6,Moderate,Mitigating,In Progress,Project Manager,2026-05-10,2026-06-21
481,89,202504,Schedule,Dependency delay threatens delivery,2,3,6,Moderate,Mitigating,On Track,Project Manager,2025-04-19,2025-08-17
482,90,202512,Vendor,Supplier capacity constraint,2,1,2,Low,Mitigating,At Risk,Program Manager,2025-12-13,2026-04-03
483,90,202511,Scope,Scope growth not fully funded,3,2,6,Moderate,Closed,Complete,PMO,2025-11-19,2026-02-22
484,90,202608,Resource,Key role vacancy,3,2,6,Moderate,Open,Planned,Project Manager,2026-08-26,2026-10-25
485,91,202504,Technical,Technical debt threatens delivery,2,5,10,High,Open,Planned,Project Manager,2025-04-06,2025-05-07
486,91,202605,Technical,Integration complexity exceeds plan,3,3,9,Moderate,Open,Planned,Technical Lead,2026-05-18,2026-08-29
487,91,202504,Financial,Vendor spend trending above plan,3,5,15,High,Open,Planned,PMO,2025-04-06,2025-05-18
488,91,202501,Financial,Forecast cost exceeds approved budget,3,4,12,High,Open,Planned,Program Manager,2025-01-17,2025-04-26
489,91,202607,Resource,Specialist allocation conflict,2,3,6,Moderate,Mitigating,At Risk,Technical Lead,2026-07-20,2026-10-04
490,91,202612,Technical,Technical debt threatens delivery,3,5,15,High,Open,Planned,Business Owner,2026-12-09,2027-03-22
491,91,202501,Financial,Forecast cost exceeds approved budget,3,4,12,High,Open,Not Started,Project Manager,2025-01-15,2025-03-13
492,92,202607,Financial,Forecast cost exceeds approved budget,3,5,15,High,Mitigating,At Risk,Technical Lead,2026-07-24,2026-08-29
493,92,202609,Compliance,Regulatory requirement unresolved,3,5,15,High,Mitigating,On Track,Business Owner,2026-09-12,2026-12-05
494,92,202506,Compliance,Control evidence incomplete,4,4,16,Critical,Open,Planned,Project Manager,2025-06-23,2025-08-14
495,92,202603,Schedule,Testing window compressed,4,5,20,Critical,Closed,Complete,Technical Lead,2026-03-09,2026-04-20
496,92,202611,Financial,Contingency reserve under pressure,3,5,15,High,Mitigating,On Track,Project Manager,2026-11-13,2027-03-01
497,92,202603,Schedule,Critical milestone slippage,4,5,20,Critical,Mitigating,On Track,Technical Lead,2026-03-19,2026-04-24
498,92,202611,Schedule,Testing window compressed,2,5,10,High,Closed,Complete,PMO,2026-11-10,2026-12-16
499,93,202607,Technical,Technical debt threatens delivery,3,4,12,High,Open,Planned,Technical Lead,2026-07-10,2026-09-20
500,93,202508,Vendor,Supplier capacity constraint,2,3,6,Moderate,Open,Not Started,Program Manager,2025-08-25,2025-11-01
501,93,202606,Resource,Specialist allocation conflict,4,3,12,High,Closed,Complete,Program Manager,2026-06-11,2026-07-23
502,93,202508,Compliance,Regulatory requirement unresolved,2,5,10,High,Mitigating,At Risk,Project Manager,2025-08-21,2025-12-05
503,93,202601,Scope,Change requests threaten baseline,2,4,8,Moderate,Open,Not Started,Program Manager,2026-01-19,2026-03-07
504,94,202511,Resource,Specialist allocation conflict,2,2,4,Low,Mitigating,In Progress,PMO,2025-11-12,2026-03-02
505,94,202505,Financial,Contingency reserve under pressure,3,2,6,Moderate,Closed,Complete,Program Manager,2025-05-11,2025-08-01
506,94,202605,Resource,Specialist allocation conflict,4,3,12,High,Open,Not Started,Technical Lead,2026-05-26,2026-07-13
507,95,202606,Change Management,Adoption readiness behind plan,2,1,2,Low,Closed,Complete,Technical Lead,2026-06-23,2026-08-06
508,95,202601,Financial,Forecast cost exceeds approved budget,1,2,2,Low,Closed,Complete,PMO,2026-01-16,2026-03-27
509,95,202609,Scope,Scope growth not fully funded,2,2,4,Low,Mitigating,On Track,Project Manager,2026-09-24,2027-01-17
510,95,202503,Compliance,Approval dependency outstanding,3,3,9,Moderate,Closed,Complete,Program Manager,2025-03-14,2025-06-23
511,95,202510,Schedule,Testing window compressed,1,3,3,Low,Closed,Complete,PMO,2025-10-26,2025-12-14
512,96,202605,Change Management,Adoption readiness behind plan,2,4,8,Moderate,Mitigating,At Risk,Business Owner,2026-05-17,2026-08-19
513,96,202508,Resource,Key role vacancy,2,4,8,Moderate,Closed,Complete,Program Manager,2025-08-20,2025-10-09
514,96,202612,Technical,Architecture risk unresolved,3,3,9,Moderate,Mitigating,In Progress,Business Owner,2026-12-25,2027-02-19
515,96,202603,Schedule,Testing window compressed,2,3,6,Moderate,Open,Planned,Project Manager,2026-03-21,2026-07-14
516,96,202505,Vendor,Vendor deliverable delayed,4,4,16,Critical,Mitigating,On Track,Technical Lead,2025-05-14,2025-07-20
517,96,202612,Resource,Specialist allocation conflict,3,4,12,High,Open,Not Started,PMO,2026-12-08,2027-02-07
518,97,202602,Schedule,Critical milestone slippage,3,4,12,High,Mitigating,On Track,Program Manager,2026-02-07,2026-04-07
519,97,202612,Financial,Forecast cost exceeds approved budget,3,3,9,Moderate,Mitigating,On Track,PMO,2026-12-15,2027-04-06
520,97,202505,Resource,Key role vacancy,5,3,15,High,Closed,Complete,PMO,2025-05-20,2025-09-03
521,97,202608,Compliance,Control evidence incomplete,3,3,9,Moderate,Closed,Complete,Technical Lead,2026-08-12,2026-10-05
522,97,202602,Change Management,Training preparation delayed,4,3,12,High,Closed,Complete,Business Owner,2026-02-17,2026-03-24
523,97,202605,Resource,Specialist allocation conflict,4,3,12,High,Closed,Complete,Project Manager,2026-05-08,2026-07-05
524,97,202607,Scope,Requirements instability,3,3,9,Moderate,Mitigating,At Risk,PMO,2026-07-19,2026-09-19
525,98,202610,Scope,Scope growth not fully funded,3,3,9,Moderate,Closed,Complete,Program Manager,2026-10-24,2027-01-31
526,98,202607,Schedule,Testing window compressed,2,1,2,Low,Mitigating,In Progress,PMO,2026-07-15,2026-10-29
527,98,202510,Compliance,Approval dependency outstanding,2,2,4,Low,Closed,Complete,Project Manager,2025-10-06,2025-11-27
528,98,202612,Schedule,Dependency delay threatens delivery,3,2,6,Moderate,Closed,Complete,Business Owner,2026-12-07,2027-02-20
529,99,202606,Schedule,Critical milestone slippage,5,5,25,Critical,Closed,Complete,Project Manager,2026-06-22,2026-08-30
530,99,202504,Scope,Change requests threaten baseline,3,5,15,High,Mitigating,On Track,Program Manager,2025-04-07,2025-07-06
531,99,202504,Schedule,Testing window compressed,5,5,25,Critical,Open,Not Started,Program Manager,2025-04-11,2025-05-16
532,99,202509,Compliance,Regulatory requirement unresolved,5,5,25,Critical,Open,Planned,Project Manager,2025-09-05,2025-11-01
533,99,202611,Technical,Technical debt threatens delivery,5,4,20,Critical,Mitigating,On Track,Program Manager,2026-11-20,2027-01-30
534,99,202502,Financial,Vendor spend trending above plan,3,5,15,High,Open,Planned,Program Manager,2025-02-09,2025-05-07
535,99,202601,Resource,Specialist allocation conflict,4,5,20,Critical,Open,Planned,Technical Lead,2026-01-09,2026-05-04
536,99,202608,Schedule,Critical milestone slippage,4,5,20,Critical,Mitigating,At Risk,Project Manager,2026-08-09,2026-11-30
537,99,202508,Financial,Contingency reserve under pressure,4,5,20,Critical,Open,Planned,Project Manager,2025-08-21,2025-11-10
538,99,202601,Change Management,Adoption readiness behind plan,4,5,20,Critical,Closed,Complete,Business Owner,2026-01-14,2026-05-02
539,100,202601,Technical,Architecture risk unresolved,4,3,12,High,Closed,Complete,Project Manager,2026-01-17,2026-04-17
540,100,202505,Schedule,Critical milestone slippage,4,5,20,Critical,Closed,Complete,Business Owner,2025-05-20,2025-07-31
541,100,202602,Schedule,Testing window compressed,5,4,20,Critical,Mitigating,On Track,PMO,2026-02-07,2026-03-11
542,100,202605,Schedule,Critical milestone slippage,5,5,25,Critical,Open,Not Started,Program Manager,2026-05-22,2026-09-14
543,100,202609,Resource,Key role vacancy,5,3,15,High,Mitigating,In Progress,Technical Lead,2026-09-11,2027-01-02
544,100,202609,Schedule,Testing window compressed,5,4,20,Critical,Mitigating,On Track,Business Owner,2026-09-22,2026-12-30
545,100,202508,Schedule,Testing window compressed,5,3,15,High,Open,Not Started,Project Manager,2025-08-10,2025-09-23
546,101,202609,Technical,Integration complexity exceeds plan,3,4,12,High,Mitigating,On Track,Business Owner,2026-09-08,2026-11-10
547,101,202608,Resource,Specialist allocation conflict,2,3,6,Moderate,Open,Not Started,Business Owner,2026-08-12,2026-11-16
548,101,202509,Vendor,Supplier capacity constraint,4,4,16,Critical,Open,Planned,Project Manager,2025-09-12,2025-12-09
549,101,202602,Technical,Architecture risk unresolved,3,3,9,Moderate,Mitigating,At Risk,Program Manager,2026-02-14,2026-06-14
550,101,202607,Resource,Key role vacancy,4,3,12,High,Mitigating,In Progress,Project Manager,2026-07-24,2026-09-18
551,101,202605,Resource,Specialist allocation conflict,3,3,9,Moderate,Mitigating,On Track,Business Owner,2026-05-14,2026-07-21
552,101,202612,Schedule,Dependency delay threatens delivery,3,3,9,Moderate,Open,Not Started,PMO,2026-12-08,2027-01-12
553,102,202512,Financial,Forecast cost exceeds approved budget,2,5,10,High,Open,Planned,Program Manager,2025-12-20,2026-01-19
554,102,202603,Schedule,Testing window compressed,3,3,9,Moderate,Open,Not Started,Program Manager,2026-03-14,2026-06-11
555,102,202508,Resource,Key role vacancy,4,4,16,Critical,Mitigating,On Track,PMO,2025-08-19,2025-11-16
556,102,202501,Financial,Contingency reserve under pressure,2,3,6,Moderate,Open,Planned,PMO,2025-01-21,2025-04-03
557,102,202602,Financial,Forecast cost exceeds approved budget,4,4,16,Critical,Open,Planned,Project Manager,2026-02-08,2026-06-04
558,102,202611,Vendor,Vendor deliverable delayed,3,4,12,High,Open,Planned,PMO,2026-11-13,2026-12-26
559,103,202505,Technical,Integration complexity exceeds plan,3,3,9,Moderate,Open,Planned,Project Manager,2025-05-07,2025-08-01
560,103,202512,Financial,Contingency reserve under pressure,3,2,6,Moderate,Closed,Complete,Project Manager,2025-12-13,2026-01-25
561,103,202604,Resource,Specialist allocation conflict,3,3,9,Moderate,Closed,Complete,Technical Lead,2026-04-06,2026-07-04
562,103,202508,Resource,Key role vacancy,2,3,6,Moderate,Closed,Complete,Technical Lead,2025-08-13,2025-11-14
563,103,202601,Resource,Key role vacancy,2,3,6,Moderate,Mitigating,On Track,Project Manager,2026-01-13,2026-04-15
564,104,202508,Vendor,Third-party dependency at risk,2,2,4,Low,Open,Planned,Business Owner,2025-08-16,2025-12-03
565,104,202607,Vendor,Vendor deliverable delayed,2,4,8,Moderate,Mitigating,At Risk,Program Manager,2026-07-11,2026-08-19
566,104,202609,Technical,Integration complexity exceeds plan,1,3,3,Low,Closed,Complete,Project Manager,2026-09-25,2026-12-15
567,105,202510,Change Management,Adoption readiness behind plan,2,4,8,Moderate,Closed,Complete,PMO,2025-10-11,2025-11-20
568,105,202508,Change Management,Training preparation delayed,2,3,6,Moderate,Mitigating,On Track,Project Manager,2025-08-16,2025-12-14
569,105,202602,Resource,Critical skill capacity constrained,2,3,6,Moderate,Mitigating,At Risk,PMO,2026-02-21,2026-06-09
570,106,202609,Resource,Critical skill capacity constrained,2,3,6,Moderate,Closed,Complete,Project Manager,2026-09-23,2027-01-10
571,106,202501,Vendor,Supplier capacity constraint,1,2,2,Low,Open,Planned,PMO,2025-01-22,2025-03-23
572,106,202507,Technical,Technical debt threatens delivery,2,2,4,Low,Closed,Complete,Technical Lead,2025-07-14,2025-09-28
573,107,202511,Resource,Critical skill capacity constrained,2,4,8,Moderate,Open,Not Started,Technical Lead,2025-11-15,2026-01-08
574,107,202506,Scope,Scope growth not fully funded,3,3,9,Moderate,Closed,Complete,Program Manager,2025-06-07,2025-07-30
575,107,202611,Resource,Specialist allocation conflict,4,4,16,Critical,Mitigating,At Risk,Program Manager,2026-11-18,2027-02-17
576,107,202504,Vendor,Supplier capacity constraint,3,5,15,High,Mitigating,On Track,Technical Lead,2025-04-25,2025-07-25
577,107,202505,Schedule,Testing window compressed,3,4,12,High,Mitigating,On Track,PMO,2025-05-13,2025-07-26
578,107,202504,Resource,Specialist allocation conflict,2,4,8,Moderate,Open,Not Started,Business Owner,2025-04-14,2025-07-06
579,107,202604,Resource,Specialist allocation conflict,4,5,20,Critical,Mitigating,On Track,Project Manager,2026-04-22,2026-05-27
580,108,202608,Technical,Integration complexity exceeds plan,2,3,6,Moderate,Closed,Complete,Business Owner,2026-08-19,2026-09-25
581,108,202601,Technical,Technical debt threatens delivery,3,3,9,Moderate,Closed,Complete,Program Manager,2026-01-10,2026-03-15
582,108,202508,Compliance,Control evidence incomplete,1,3,3,Low,Closed,Complete,Technical Lead,2025-08-26,2025-09-30
583,109,202609,Schedule,Critical milestone slippage,5,4,20,Critical,Closed,Complete,Program Manager,2026-09-23,2027-01-20
584,109,202506,Financial,Contingency reserve under pressure,5,5,25,Critical,Mitigating,In Progress,PMO,2025-06-23,2025-08-26
585,109,202610,Vendor,Vendor deliverable delayed,3,5,15,High,Open,Not Started,Project Manager,2026-10-07,2026-12-20
586,109,202609,Schedule,Dependency delay threatens delivery,5,5,25,Critical,Open,Not Started,Project Manager,2026-09-05,2026-10-24
587,109,202602,Scope,Change requests threaten baseline,3,5,15,High,Mitigating,In Progress,Business Owner,2026-02-21,2026-05-13
588,109,202610,Financial,Vendor spend trending above plan,4,5,20,Critical,Mitigating,At Risk,Business Owner,2026-10-14,2026-12-19
589,109,202508,Financial,Vendor spend trending above plan,3,5,15,High,Open,Not Started,Project Manager,2025-08-13,2025-10-16
590,109,202504,Schedule,Testing window compressed,5,5,25,Critical,Mitigating,On Track,Technical Lead,2025-04-22,2025-06-04
591,109,202503,Schedule,Critical milestone slippage,4,5,20,Critical,Open,Not Started,PMO,2025-03-07,2025-06-17
592,110,202608,Vendor,Supplier capacity constraint,3,4,12,High,Mitigating,At Risk,Technical Lead,2026-08-20,2026-09-21
593,110,202501,Vendor,Supplier capacity constraint,2,4,8,Moderate,Open,Not Started,PMO,2025-01-25,2025-03-19
594,110,202502,Schedule,Dependency delay threatens delivery,3,3,9,Moderate,Mitigating,On Track,Program Manager,2025-02-13,2025-03-17
595,110,202604,Financial,Forecast cost exceeds approved budget,3,4,12,High,Open,Planned,Project Manager,2026-04-18,2026-07-17
596,110,202503,Schedule,Dependency delay threatens delivery,2,4,8,Moderate,Mitigating,At Risk,PMO,2025-03-13,2025-06-25
597,110,202507,Resource,Specialist allocation conflict,3,3,9,Moderate,Open,Not Started,Project Manager,2025-07-18,2025-08-24
598,110,202608,Scope,Requirements instability,2,4,8,Moderate,Mitigating,In Progress,Project Manager,2026-08-13,2026-12-07
599,110,202508,Resource,Specialist allocation conflict,4,4,16,Critical,Open,Planned,Business Owner,2025-08-09,2025-11-12
600,110,202605,Financial,Contingency reserve under pressure,3,4,12,High,Closed,Complete,Project Manager,2026-05-07,2026-06-20
601,111,202610,Resource,Critical skill capacity constrained,2,2,4,Low,Open,Planned,Technical Lead,2026-10-13,2026-12-11
602,111,202603,Resource,Key role vacancy,2,2,4,Low,Closed,Complete,Project Manager,2026-03-24,2026-07-16
603,111,202504,Technical,Integration complexity exceeds plan,2,1,2,Low,Closed,Complete,Business Owner,2025-04-22,2025-07-26
604,112,202606,Technical,Integration complexity exceeds plan,3,3,9,Moderate,Open,Not Started,Project Manager,2026-06-08,2026-08-29
605,112,202601,Compliance,Regulatory requirement unresolved,1,2,2,Low,Closed,Complete,Program Manager,2026-01-18,2026-04-12
606,112,202606,Schedule,Dependency delay threatens delivery,2,4,8,Moderate,Open,Not Started,Program Manager,2026-06-13,2026-08-01
607,113,202502,Resource,Specialist allocation conflict,3,2,6,Moderate,Open,Not Started,Program Manager,2025-02-11,2025-05-30
608,113,202601,Schedule,Testing window compressed,3,3,9,Moderate,Open,Not Started,Business Owner,2026-01-07,2026-04-14
609,113,202504,Resource,Key role vacancy,3,1,3,Low,Mitigating,On Track,Program Manager,2025-04-12,2025-08-04
610,114,202504,Resource,Key role vacancy,3,3,9,Moderate,Open,Planned,Project Manager,2025-04-13,2025-06-10
611,114,202602,Schedule,Testing window compressed,2,2,4,Low,Mitigating,At Risk,Technical Lead,2026-02-07,2026-03-12
612,114,202606,Financial,Forecast cost exceeds approved budget,3,2,6,Moderate,Open,Not Started,Business Owner,2026-06-15,2026-09-16
613,114,202501,Schedule,Dependency delay threatens delivery,2,2,4,Low,Mitigating,At Risk,Business Owner,2025-01-18,2025-03-04
614,114,202512,Financial,Contingency reserve under pressure,3,3,9,Moderate,Mitigating,In Progress,Technical Lead,2025-12-19,2026-03-05
615,114,202602,Financial,Contingency reserve under pressure,3,3,9,Moderate,Closed,Complete,Technical Lead,2026-02-03,2026-04-09
616,115,202504,Compliance,Regulatory requirement unresolved,4,5,20,Critical,Open,Not Started,Technical Lead,2025-04-21,2025-05-23
617,115,202501,Change Management,Adoption readiness behind plan,4,3,12,High,Open,Not Started,Project Manager,2025-01-10,2025-02-15
618,115,202512,Schedule,Critical milestone slippage,5,3,15,High,Open,Not Started,Business Owner,2025-12-23,2026-04-20
619,115,202502,Resource,Key role vacancy,4,5,20,Critical,Mitigating,At Risk,PMO,2025-02-13,2025-04-14
620,115,202510,Vendor,Supplier capacity constraint,4,5,20,Critical,Open,Not Started,Project Manager,2025-10-25,2026-02-03
621,115,202511,Scope,Change requests threaten baseline,3,3,9,Moderate,Mitigating,In Progress,PMO,2025-11-24,2026-01-24
622,115,202506,Scope,Change requests threaten baseline,5,5,25,Critical,Open,Not Started,Technical Lead,2025-06-14,2025-09-07
623,115,202503,Compliance,Regulatory requirement unresolved,3,3,9,Moderate,Mitigating,At Risk,PMO,2025-03-21,2025-04-29
624,115,202511,Schedule,Critical milestone slippage,4,3,12,High,Closed,Complete,Project Manager,2025-11-18,2026-02-28
625,116,202602,Schedule,Critical milestone slippage,2,2,4,Low,Open,Not Started,PMO,2026-02-20,2026-05-10
626,116,202609,Resource,Specialist allocation conflict,2,2,4,Low,Closed,Complete,PMO,2026-09-07,2026-12-29
627,116,202609,Change Management,Stakeholder resistance increasing,2,2,4,Low,Open,Planned,PMO,2026-09-16,2026-11-13
628,117,202602,Financial,Vendor spend trending above plan,3,2,6,Moderate,Open,Not Started,Program Manager,2026-02-16,2026-04-20
629,117,202501,Compliance,Control evidence incomplete,1,3,3,Low,Mitigating,On Track,Business Owner,2025-01-08,2025-03-02
630,117,202608,Resource,Critical skill capacity constrained,2,2,4,Low,Closed,Complete,Business Owner,2026-08-22,2026-12-14
631,117,202602,Technical,Architecture risk unresolved,2,2,4,Low,Mitigating,In Progress,Program Manager,2026-02-18,2026-04-29
632,117,202505,Scope,Requirements instability,3,1,3,Low,Mitigating,In Progress,Program Manager,2025-05-25,2025-08-11
633,118,202508,Technical,Technical debt threatens delivery,4,4,16,Critical,Closed,Complete,Business Owner,2025-08-24,2025-12-03
634,118,202610,Resource,Specialist allocation conflict,5,5,25,Critical,Mitigating,In Progress,Program Manager,2026-10-15,2026-12-09
635,118,202608,Scope,Change requests threaten baseline,3,4,12,High,Mitigating,In Progress,Program Manager,2026-08-07,2026-10-24
636,118,202602,Resource,Specialist allocation conflict,5,5,25,Critical,Mitigating,At Risk,PMO,2026-02-13,2026-04-11
637,118,202506,Resource,Critical skill capacity constrained,5,3,15,High,Open,Not Started,Program Manager,2025-06-07,2025-07-20
638,118,202609,Financial,Contingency reserve under pressure,3,4,12,High,Mitigating,In Progress,Project Manager,2026-09-06,2026-10-27
639,118,202607,Schedule,Testing window compressed,5,4,20,Critical,Mitigating,In Progress,Project Manager,2026-07-10,2026-10-31
640,118,202601,Resource,Key role vacancy,4,4,16,Critical,Open,Not Started,Technical Lead,2026-01-12,2026-05-06
641,119,202506,Financial,Forecast cost exceeds approved budget,3,2,6,Moderate,Mitigating,On Track,Business Owner,2025-06-25,2025-07-25
642,119,202504,Resource,Key role vacancy,2,3,6,Moderate,Mitigating,At Risk,Technical Lead,2025-04-20,2025-05-20
643,119,202601,Resource,Critical skill capacity constrained,1,2,2,Low,Mitigating,On Track,Business Owner,2026-01-16,2026-03-28
644,119,202604,Resource,Key role vacancy,3,4,12,High,Open,Planned,PMO,2026-04-25,2026-06-13
645,120,202611,Change Management,Adoption readiness behind plan,2,4,8,Moderate,Closed,Complete,Project Manager,2026-11-07,2027-02-10
646,120,202501,Resource,Key role vacancy,1,2,2,Low,Mitigating,In Progress,Project Manager,2025-01-23,2025-04-28
647,120,202605,Resource,Specialist allocation conflict,4,3,12,High,Open,Planned,Business Owner,2026-05-08,2026-07-15
648,120,202602,Schedule,Testing window compressed,1,3,3,Low,Closed,Complete,Program Manager,2026-02-09,2026-06-01
649,121,202503,Schedule,Critical milestone slippage,4,5,20,Critical,Mitigating,At Risk,Project Manager,2025-03-17,2025-05-31
650,121,202605,Scope,Scope growth not fully funded,3,5,15,High,Open,Planned,Program Manager,2026-05-18,2026-08-16
651,121,202601,Financial,Vendor spend trending above plan,4,5,20,Critical,Mitigating,On Track,Program Manager,2026-01-09,2026-04-07
652,121,202606,Scope,Scope growth not fully funded,2,5,10,High,Mitigating,At Risk,Business Owner,2026-06-20,2026-07-20
653,121,202608,Vendor,Third-party dependency at risk,4,5,20,Critical,Open,Planned,Program Manager,2026-08-22,2026-11-03
654,121,202608,Financial,Forecast cost exceeds approved budget,3,5,15,High,Mitigating,On Track,Technical Lead,2026-08-11,2026-11-17
655,121,202501,Vendor,Vendor deliverable delayed,4,5,20,Critical,Mitigating,In Progress,Technical Lead,2025-01-25,2025-02-28
656,121,202602,Resource,Critical skill capacity constrained,3,5,15,High,Open,Not Started,PMO,2026-02-11,2026-06-06
657,121,202503,Financial,Forecast cost exceeds approved budget,2,5,10,High,Closed,Complete,PMO,2025-03-14,2025-04-28
658,122,202606,Resource,Critical skill capacity constrained,1,1,1,Low,Closed,Complete,Technical Lead,2026-06-10,2026-09-12
659,122,202504,Technical,Technical debt threatens delivery,1,2,2,Low,Mitigating,At Risk,Business Owner,2025-04-07,2025-06-25
660,122,202512,Resource,Key role vacancy,2,2,4,Low,Closed,Complete,Technical Lead,2025-12-26,2026-04-08
661,122,202604,Financial,Forecast cost exceeds approved budget,2,2,4,Low,Mitigating,On Track,Project Manager,2026-04-23,2026-07-30
662,122,202509,Schedule,Critical milestone slippage,2,2,4,Low,Open,Planned,Project Manager,2025-09-07,2025-12-27
663,123,202502,Vendor,Third-party dependency at risk,2,2,4,Low,Mitigating,On Track,Technical Lead,2025-02-22,2025-06-14
664,123,202605,Resource,Specialist allocation conflict,3,2,6,Moderate,Closed,Complete,PMO,2026-05-17,2026-08-21
665,123,202601,Schedule,Critical milestone slippage,2,2,4,Low,Closed,Complete,PMO,2026-01-22,2026-05-06
666,123,202608,Vendor,Third-party dependency at risk,2,2,4,Low,Closed,Complete,Project Manager,2026-08-08,2026-10-19
667,123,202504,Resource,Critical skill capacity constrained,1,1,1,Low,Mitigating,On Track,Business Owner,2025-04-18,2025-07-11
668,124,202509,Resource,Critical skill capacity constrained,2,1,2,Low,Mitigating,In Progress,PMO,2025-09-06,2025-12-10
669,124,202512,Change Management,Adoption readiness behind plan,2,3,6,Moderate,Closed,Complete,Business Owner,2025-12-12,2026-01-21
670,124,202609,Vendor,Supplier capacity constraint,1,2,2,Low,Closed,Complete,Program Manager,2026-09-05,2026-11-17
671,125,202505,Change Management,Training preparation delayed,4,3,12,High,Mitigating,At Risk,Technical Lead,2025-05-09,2025-08-15
672,125,202608,Financial,Forecast cost exceeds approved budget,2,4,8,Moderate,Open,Planned,PMO,2026-08-07,2026-11-29
673,125,202503,Financial,Forecast cost exceeds approved budget,3,4,12,High,Open,Planned,Program Manager,2025-03-16,2025-07-06
674,125,202511,Technical,Integration complexity exceeds plan,3,5,15,High,Open,Not Started,Business Owner,2025-11-17,2026-03-17
675,125,202604,Financial,Contingency reserve under pressure,3,3,9,Moderate,Closed,Complete,Technical Lead,2026-04-10,2026-05-11
676,126,202601,Technical,Technical debt threatens delivery,3,3,9,Moderate,Closed,Complete,PMO,2026-01-14,2026-03-18
677,126,202501,Resource,Critical skill capacity constrained,2,3,6,Moderate,Open,Not Started,Technical Lead,2025-01-22,2025-03-05
678,126,202611,Resource,Critical skill capacity constrained,3,2,6,Moderate,Mitigating,In Progress,Project Manager,2026-11-06,2026-12-25
679,126,202601,Technical,Integration complexity exceeds plan,3,3,9,Moderate,Mitigating,On Track,PMO,2026-01-22,2026-04-20
680,126,202503,Technical,Architecture risk unresolved,2,4,8,Moderate,Open,Not Started,Program Manager,2025-03-10,2025-06-02
681,127,202612,Change Management,Training preparation delayed,2,3,6,Moderate,Closed,Complete,Technical Lead,2026-12-10,2027-03-17
682,127,202504,Financial,Forecast cost exceeds approved budget,2,2,4,Low,Open,Not Started,Project Manager,2025-04-23,2025-07-07
683,127,202612,Financial,Contingency reserve under pressure,2,2,4,Low,Mitigating,In Progress,Project Manager,2026-12-10,2027-03-15
684,127,202509,Compliance,Control evidence incomplete,2,2,4,Low,Closed,Complete,Technical Lead,2025-09-25,2026-01-02
